id,title,link,author,publication_date,source,verdict,rating,price
565,"Used Mercedes GLE (Mk2, 2019-date) review: impressive Range Rover rival is packed with quality",https://www.autoexpress.co.uk/mercedes/gle/363349/used-mercedes-gle-mk2-2019-date-review-impressive-range-rover-rival-packed,Richard Dredge,2024-06-05,Auto Express,"Mercedes has really got its act together since the M-Class arrived more than 25 years ago. The Mercedes GLE is far more hi-tech, and better to drive, plus it throws a higher-quality interior into the bargain. Except there are no bargains out there in GLE Land, so you’ll need deep pockets to buy and run one of these generously proportioned SUVs. Incredibly, the GLE is one of 13 SUVs in Mercedes’ model range, but it’s also one of the most popular. That is why there are more second-hand examples for sale than you might expect, one in six of which is a Coupé edition. Whichever version you opt for, you’re bound to love it. But check out some of the those rivals too, because there’s no shortage of talent in this segment.",,40314
566,New Tesla Model 3 Performance 2024 review: a capable EV that’s ferociously fast,https://www.autoexpress.co.uk/tesla/model-3/104723/new-tesla-model-3-performance-2024-review-capable-ev-thats-ferociously-fast,Jordan Katsianis,2024-06-06,Auto Express,"The Tesla Model 3 has always been quick, but this new Performance model ushers in the chassis tech to make it fun as well as fast. With its numerous improvements, it’s also now developed something of a dynamic fingerprint. It’s still not quite the ‘BMW M3 killer’, but it is still an astonishingly capable performance car at an astounding price.",4.5,11990
567,Audi TT Roadster Final Edition long-term test: it’s the end of the road for this upmarket sports car,https://www.autoexpress.co.uk/audi/tt/361033/audi-tt-roadster-final-edition-long-term-test-its-end-road-upmarket-sports-car,Steve Sutcliffe,2024-06-06,Auto Express,"The TT has become that rarest of cars: one that’s become a legend within its own lifetime, so hats off to Audi for sticking with it. And now it’s gone, but never, you suspect, forgotten. Auf wiedersehen, pet.",4.5,17900
568,New Renault Captur 2024 facelift review: stylish small SUV gets welcome updates,https://www.autoexpress.co.uk/renault/captur/363377/new-renault-captur-2024-facelift-review-stylish-small-suv-gets-welcome,Dean Gibson,2024-06-07,Auto Express,"The small SUV field is very busy, but nearly every contender in the class forces some level of compromise, whether that’s in terms of space, performance or efficiency. With the Renault Captur, those compromises aren’t as great as they are for many of its rivals. And when you add in a super-competitive pricing strategy, it deserves to clean up the sector. Just like the Clio supermini, it feels upmarket inside, the tech is great to use and the performance is good enough while delivering great efficiency in everyday driving.",4.5,2613
569,BMW 5 Series vs Mercedes E-Class: which is the elite executive car?,https://www.autoexpress.co.uk/car-group-tests/363379/bmw-5-series-vs-mercedes-e-class-which-elite-executive-car,Alex Ingram,2024-06-08,Auto Express,,,12600
570,Audi TT (2014-2024) review,https://www.autoexpress.co.uk/audi/tt,Paul Adam,2024-06-10,Auto Express,,4.0,15600
574,New Aston Martin DBX707 2024 review: updated interior transforms Aston’s super-SUV,https://www.autoexpress.co.uk/aston-martin/dbx/363404/new-aston-martin-dbx707-2024-review-updated-interior-transforms-astons,Paul Barker,2024-06-11,Auto Express,"Interior changes improve on the Aston Martin DBX707’s biggest weakness, and make an incredibly capable car even more appealing. It’s an absolute beast on demand, with the soundtrack to match and a level of agility that something of this height and weight shouldn’t be capable of, but can also lap-up the miles in refined comfort. Just don’t mention the horrific fuel economy.",4.5,79990
575,New Porsche 911 S/T 2024 review: one of the best sports cars ever built,https://www.autoexpress.co.uk/porsche/911/363409/new-porsche-911-st-2024-review-one-best-sports-cars-ever-built,Richard Ingram,2024-06-12,Auto Express,"For the lucky individuals able to get their hands on one, this really is the ultimate expression of the outgoing 992.1-generation Porsche 911. The engine, chassis and suspension are sublime, while the exquisite cabin somehow manages to brilliantly juxtapose the raw and engaging driving experience. If you can afford it, and get your name on the list, you’ll have bagged yourself one of the best sports cars ever built.",5.0,55000
576,Skoda Enyaq Coupe vs Peugeot E-3008: svelte electric SUVs fight for glory,https://www.autoexpress.co.uk/car-group-tests/363444/skoda-enyaq-coupe-vs-peugeot-e-3008-svelte-electric-suvs-fight-glory,Alex Ingram,2024-06-15,Auto Express,,,15600
577,"Used Toyota RAV4 (Mk5, 2019-date): a slick, reliable and cheap to run SUV",https://www.autoexpress.co.uk/toyota/rav4/363421/used-toyota-rav4-mk5-2019-date-slick-suv-provides-low-running-costs,Richard Dredge,2024-06-12,Auto Express,"As you’d expect, the Toyota RAV4 is very slick now that it’s in its fifth generation, and it needs to be, because the mid-size SUV segment isn’t short of tempting contenders. However, it’s taken a lot of car makers far too long to introduce hybrid and plug-in hybrid SUVs of their own, and arguably none can match the RAV4’s reliability, while it’s also better to drive than many of the electrified models in this segment. We ran a RAV4 PHEV and loved pretty much everything about it, including its generous electric-only range, which allowed us to slash our fuel bills. When you add excellent practicality, smart looks and generous equipment levels to the mix, it’s easy to see why the RAV4 is so compelling.",,25976
578,Best fabric protectors 2024,https://www.autoexpress.co.uk/product-group-tests/93312/best-fabric-protectors-2024,,2024-06-17,Auto Express,"We were pleased that all of the products had such fuss-free application. With near-identical (and excellent) performances from many products, we had to separate them on value. And this is where Dodo Juice again takes the win, thanks to its massive one-litre bottle for the same price or less than rivals charge for half that. Sam’s Detailing and Car Gods both performed excellently too.",,15600
579,New McLaren Artura Spider review: roofless hybrid supercar shows the brand at its best,https://www.autoexpress.co.uk/mclaren/artura/363442/new-mclaren-artura-spider-review-roofless-hybrid-supercar-shows-brand-its,Jordan Katsianis,2024-06-16,Auto Express,"The McLaren Artura Spider is a more desirable small hybrid supercar than the coupe, and a major improvement all-round due to a collection of changes across the board. The Artura Spider’s elements come together beautifully in an engaging, fast and charismatic package, one that feels distinctly McLaren and delivers tangible benefits with its new-age hybrid powertrain.",4.0,17900
580,Renault Scenic vs Hyundai Ioniq 5: eye-catching electric SUVs go head-to-head,https://www.autoexpress.co.uk/renault/scenic/363472/renault-scenic-vs-hyundai-ioniq-5-eye-catching-electric-suvs-go-head-head,Dean Gibson,2024-06-18,Auto Express,,,15600
581,New Porsche Cayenne GTS 2024 review: big SUV brings real driving thrills,https://www.autoexpress.co.uk/porsche/cayenne/363463/new-porsche-cayenne-gts-2024-review-big-suv-brings-real-driving-thrills,Ellis Hyde,2024-06-18,Auto Express,"The new Porsche Cayenne GTS delivers the kind of driving thrills that a large, luxurious SUV should not be capable of, complemented by the villainous soundtrack of a big, burbling V8. And, as you’d expect from Porsche, the interior is well finished and technology onboard is great. But we can’t say the GTS is tangibly better to drive than the other variants in the Cayenne range – it’s just more expensive.",4.0,14000
582,Cupra Formentor VZ3 2024 review: a compelling sporty SUV,https://www.autoexpress.co.uk/cupra/formentor/363504/new-cupra-formentor-2024-review-compelling-sporty-suv,,2024-06-21,Auto Express,"With a 2024 facelift bringing ‘shark nose’ styling to tie it in more closely with the brand’s electric vehicles, the Cupra Formentor continues to offer one of the more compelling crossover-SUV ownership propositions in the wider Volkswagen Group. It’s good to drive, provides strong performance across the board, and a quality, high-tech interior only adds gloss to the overall package.",4.0,6728
583,New Skoda Octavia 2024 facelift review: entry-level hatch is great value,https://www.autoexpress.co.uk/skoda/octavia/363166/new-skoda-octavia-2024-facelift-review-entry-level-hatch-great-value,John McIlroy,2024-06-19,Auto Express,"There's a terrific honesty to the latest Skoda Octavia in base trim. It brings a surprisingly generous line-up of standard kit and is a smooth, comfy performer on the road. Plus of course, it offers every bit as much space as the more expensive versions. That makes it a bit of a star, in our book – and potentially the best model in the entire range, as well as the cheapest.",4.5,2549
584,Ford Ranger pick-up review,https://www.autoexpress.co.uk/ford/ranger,Ellis Hyde,2024-06-21,Auto Express,,4.5,34315
585,New Cupra Leon 2024 facelift review: fun hatch gets sharper looks,https://www.autoexpress.co.uk/cupra/leon/363510/new-cupra-leon-2024-facelift-review-fun-hatch-gets-sharper-looks,,2024-06-21,Auto Express,"All models of the Cupra Leon now get a new front-end design to bring the car into line with the brand’s electric vehicles. But they also benefit from useful technology updates inside, and even more power. That’s true of the flagship four-wheel-drive estate version, but for the hatchback the 296bhp TSI petrol is retained. As such, we’d recommend swerving the top-spec car in favour of this more potent plug-in hybrid; this is the new star of the Leon show.",4.0,6583
586,Best towbar-mounted storage boxes and racks 2024,https://www.autoexpress.co.uk/product-group-tests/106025/best-towbar-mounted-storage-boxes-and-racks-2024,,2024-06-24,Auto Express,"If you have the space to store it, then the CRUZ Apex System can be used as a bike rack, a load platform, or to offer a huge amount of well protected space inside the box. At half the price of most of its rivals, it’s our best buy. If the price or box are still too hefty and you don’t need an enclosed cabinet, then the BUZZ RACK Buzzpro P10 is simple to use and easy to store. The final podium place goes to the Westfalia BC60. It’s not cheap, but it is versatile, easy to handle and much simpler to store when not being used.",,15600
1101,Audi A5 Avant review – a familiar practical Audi estate car with a new name,https://www.carbuyer.co.uk/audi/a5/avant,Alisdair Suttie,2025-03-14,Carbuyer,,4.1,
1234,Jaguar XE saloon review (2015-2024),https://www.carbuyer.co.uk/jaguar/xe,Andy Goodwin,2024-11-05,Carbuyer,,3.8,
587,Jeep Avenger Summit long-term test: a good all-round electric SUV,https://www.autoexpress.co.uk/jeep/avenger/362117/jeep-avenger-summit-long-term-test-good-all-round-electric-suv,John McIlroy,2024-06-25,Auto Express,"We’ll miss the Jeep Avenger. It is very much a baby SUV, with little pretence of being a rival to Golf-like hatchbacks. And yet its combination of decent real-world range, comfortable ride quality and funky styling made it a real family favourite. For many, that will be enough for them to forgive the Avenger as and when its shortcomings in practicality are exposed. We can’t blame them.",4.5,26050
588,Used Vauxhall VX220 (2000-2005) buyer’s guide,https://www.autoexpress.co.uk/vauxhall/363500/used-vauxhall-vx220-2000-2005-buyers-guide,Richard Dredge,2024-06-22,Auto Express,"Selling alongside such gems as the Agila, Vectra and Frontera, the Vauxhall VX220 was at one end of the spectrum, while the rest of the Vauxhall catalogue was at the other. Created to inject some glamour into the rest of the Vauxhall range, the VX220 was just the shot in the arm that the brand needed. At the time this brilliant roadster was held back by the badge on its nose, but nowadays things have changed radically, with the VX220 now extremely collectable. Sports cars like the VX220 have pretty much died out now, and under Stellantis it’s clear that Vauxhall will never make anything like this brilliant roadster, not least because of the focus on electric cars. That’s a shame, because the VX220 injected some sex appeal into Vauxhall’s otherwise uninspiring model range.",,17900
589,Hyundai Tucson Hybrid 2024 review: class-leading SUV gets subtle improvements,https://www.autoexpress.co.uk/hyundai/tucson/363577/hyundai-tucson-hybrid-2024-review-class-leading-suv-gets-subtle-improvements,Dean Gibson,2024-06-26,Auto Express,"Subtle exterior updates and a revised dashboard fail to upset the overall appeal that makes the Hyundai Tucson one of our class favourites. It’s still a practical, spacious and user-friendly package that delivers a comfortable drive and a fuss-free ownership proposition. There are still a lot of beeps from the safety systems, but Hyundai has made it easier to turn them off if you want to, and while the hybrid model has less power than before, it still delivers a great balance between performance and economy.",4.5,4975
590,BMW 5 Series review,https://www.autoexpress.co.uk/bmw/5-series,"Alex Ingram, Max Adams",2024-06-28,Auto Express,,4.5,52595
591,New Ford Mustang Dark Horse 2024 review: muscle car monster to wake the neigh-bours,https://www.autoexpress.co.uk/ford/mustang/360724/new-ford-mustang-dark-horse-2024-review-muscle-car-monster-wake-neigh-bours,Steve Sutcliffe,2024-06-28,Auto Express,"Although the Ford Mustang Dark Horse has been thoroughly modernised inside and out, and wears a striking new set of clothes, it’s still an old fashioned driver’s car at heart – and one that drives as good as it looks. If this really is to be the mainstream Mustang’s last hurrah, it will be some swansong. No wonder the UK’s allocation is already sold out.",4.5,3001
592,"Ford Capri (Mk3, 1978-1987) icon review: a star on and off the screen",https://www.autoexpress.co.uk/ford/capri/363570/ford-capri-mk3-1978-1987-icon-review-star-and-screen,Richard Dredge,2024-06-27,Auto Express,,,52985
593,Skoda Kamiq vs Jeep Avenger: which small SUV is mightiest?,https://www.autoexpress.co.uk/car-group-tests/363644/skoda-kamiq-vs-jeep-avenger-which-small-suv-mightiest,Alex Ingram,2024-06-29,Auto Express,,,12600
594,Best 12V Cool Boxes 2024,https://www.autoexpress.co.uk/product-group-tests/36214/best-12v-cool-boxes-2024,,2024-07-01,Auto Express,Outwell’s Lite model is a great performer and combines this with a good capacity at the right price. The Streetwize twins are very good value and still work well in all modes.,,15600
595,Mercedes EQE 300 long-term test: comfy and refined but not without issues,https://www.autoexpress.co.uk/mercedes/eqe/362236/mercedes-eqe-300-long-term-test-comfy-and-refined-not-without-issues,Jordan Katsianis,2024-07-01,Auto Express,"As you might expect with such an executive EV, the Mercedes scores highly on comfort and refinement, with great tech and real innovation. But the fundamentals are what let it down, because the Mercedes EQE can be difficult to drive confidently or smoothly, thanks to issues including its brakes and general handling characteristics.",3.0,33490
596,Honda CR-V Advance long-term test: hybrid SUV ticks all the boxes,https://www.autoexpress.co.uk/honda/cr-v/363106/honda-cr-v-advance-long-term-test-hybrid-suv-ticks-all-boxes,Chris Rosamond,2024-07-03,Auto Express,"A few niggles don’t get close to spoiling this superbly considered large SUV. Stylish, comfortable to the point of luxurious, and hugely practical to boot, the Honda CR-V also impresses with impressive quality.",4.0,21653
597,"Used Audi A6 (Mk5, 2018-date) buyer’s guide: classy exec is a great family car",https://www.autoexpress.co.uk/audi/a6/363679/used-audi-a6-mk5-2018-date-buyers-guide-classy-exec-great-family-car,Richard Dredge,2024-07-03,Auto Express,"The world seems to have moved on from traditional saloons and estates, but the Audi A6 shows why the answer isn’t always an SUV, not least because there are plenty of four-wheel-drive examples. As a result you get the extra traction with the practicality of a large family estate – and that’s a level of space which often exceeds a similarly-sized SUV. While the lower seating position means you don’t have as much forward visibility as in an SUV, the driving experience is better, thanks to a lower centre of gravity. However, when we pitched an A6 against a BMW 5 Series in 2018, it was the latter that won. So while the A6 is a superb family car – it’s not necessarily the best car in its class.",,28889
598,New Volkswagen ID. Buzz LWB 2024 review: electric MPV finally gets seven seats,https://www.autoexpress.co.uk/volkswagen/id-buzz/363693/new-volkswagen-id-buzz-lwb-2024-review-electric-mpv-finally-gets-seven,Paul Barker,2024-07-04,Auto Express,"This is the car the Volkswagen ID. Buzz should always have been; more practicality, a host of small but useful improvements, and a little bit more range make the long-wheelbase model the obvious choice. And that’s before you factor in the tiny price premium over the regular car that absolutely seals the deal. Unless a LWB genuinely won’t fit where you park, there’s no reason to go for the car currently on sale, when the new one is significantly better in almost every way.",4.0,17900
599,Vauxhall Corsa vs Skoda Fabia: we find the superior supermini,https://www.autoexpress.co.uk/car-group-tests/363703/vauxhall-corsa-vs-skoda-fabia-we-find-superior-supermini,Alex Ingram,2024-07-06,Auto Express,,,10200
616,Isuzu D-Max Mudmaster review: extreme off-road add-ons bring big capability,https://www.autoexpress.co.uk/isuzu/d-max/363819/isuzu-d-max-mudmaster-review-extreme-road-add-ons-bring-big-capability,Dean Gibson,2024-07-19,Auto Express,"The Isuzu D-Max Mudmaster is what you get if you throw the most off road-focused accessories at the firm’s do-it-all pick-up truck, although you can cherry pick some key parts (the Pedders suspension, all-terrain tyres and under-body protection) and still have a very capable machine. The extras and electronics combine to help make even an off-road novice look like a gripped and sorted back woods expert. The D-Max still has its flaws, chiefly the dated infotainment and gruff 1.9 diesel, but if you’re after a bespoke off-road machine, Isuzu can cater for virtually every need.",3.5,17900
600,"Used Cupra Formentor (Mk1, 2020-date) buyer's guide: stylish and family-friendly",https://www.autoexpress.co.uk/cupra/formentor/363691/used-cupra-formentor-mk1-2020-date-buyers-guide-stylish-and-family-friendly,Richard Dredge,2024-07-06,Auto Express,"It would be easy to dismiss the Cupra Formentor as nothing more than a dressed-up SEAT Ateca, but it’s much more than that. It drives differently, it’s a much sharper-looking SUV, and it’s also better equipped with a more premium interior. You pay extra for all of this, but it’s not hard to argue that it’s money well spent, at least as a used buy. When we pitched a Formentor against a Peugeot 408, the Cupra came out on top, and it was the same when we put the top-spec model against the Alfa Romeo Stelvio in a three-way test that saw the Porsche Macan claiming first place – but not by as big a margin as you might think, because the Formentor really is that good.",,18697
601,Mercedes EQE review: a long-range EV packed with tech,https://www.autoexpress.co.uk/mercedes/eqe,Ellis Hyde,2024-07-08,Auto Express,,3.5,69945
602,Best car bug cleaner 2024,https://www.autoexpress.co.uk/car-care/91350/best-car-bug-cleaner-2024,,2024-07-09,Auto Express,"The Best Buy here is CarPlan’s No1 Super Bug, and not just because it is currently such a bargain. It has strong cleaning power and is versatile enough to be used to clear other paint contamination too.",,10200
603,New Mercedes CLE Cabriolet 2024 review: classy drop-top with more polish than pace,https://www.autoexpress.co.uk/mercedes/cle/362896/new-mercedes-cle-cabriolet-2024-review-classy-drop-top-more-polish-pace,John McIlroy,2024-07-09,Auto Express,"There’s plenty to like with the Mercedes CLE Cabriolet; its well-appointed cabin and decent cruising refinement stand out. But even with mild-hybrid assistance, the four-cylinder engine in the CLE 300 can’t quite deliver the sort of effortless performance that a car like the CLE Cabrio deserves. If you really want that, you’ll need a CLE 450 – and deeper pockets.",3.5,17900
604,Mercedes-AMG C 63 S E Performance 2024 review: plenty of power but not much fun,https://www.autoexpress.co.uk/mercedes/c-class/amg-c63-saloon,Alex Ingram,2024-07-09,Auto Express,"The Mercedes-AMG C 63 S E Performance is an impressive performance car, with stunning speed, impressive control and huge levels of grip. But all of its tech feels like it’s there to fight problems created at its initial design stage, like its vast weight and four-cylinder plug-in hybrid powertrain. The main selling point of the previous C 63 is that while it lacked the sharpness of rivals from BMW or Alfa Romeo, it had them beaten for character, thanks largely to its engine. The new one has lost what made its predecessors so special.",3.5,12995
605,"Dodge Viper (Mk1, 1992-1996) icon review: the ultimate American sports car",https://www.autoexpress.co.uk/dodge/363744/dodge-viper-mk1-1992-1996-icon-review-ultimate-american-sports-car,Richard Dredge,2024-07-11,Auto Express,,,17900
606,Volkswagen Passat review,https://www.autoexpress.co.uk/volkswagen/passat,"Jordan Katsianis, Max Adams",2024-07-11,Auto Express,,4.0,39730
607,"Used Mercedes EQC (Mk1, 2019-2024) buyer’s guide: premium EV has its compromises",https://www.autoexpress.co.uk/mercedes/eqc/363767/used-mercedes-eqc-mk1-2019-2024-buyers-guide-premium-ev-has-its-compromises,Richard Dredge,2024-07-13,Auto Express,"To accelerate the EQC’s development, Mercedes took its ICE-powered GLC and converted it to electric. While that keeps costs down (not that you’d know it from the list prices), it means compromises in terms of weight, interior space and practicality. But when we ran an EQC on our test fleet, it impressed with its refinement, luxury and hi-tech cabin, even if its efficiency left a bit to be desired, thanks to the car’s 2.5-tonne kerbweight. Expensive when new, the EQC is much more affordable as a used buy, due to the ravages of depreciation. Most car buyers are either pro-EV or anti-EV, with very few in between. If you’re in the former camp, we think that the Mercedes EQC is worth considering, as long as you’re aware of its limited practicality.",,12600
608,Best summer car products 2024,https://www.autoexpress.co.uk/product-group-tests/363762/best-summer-car-products-2024,,2024-07-13,Auto Express,,,17900
609,Best tyre pressure gauges 2024,https://www.autoexpress.co.uk/product-group-tests/36242/best-tyre-pressure-gauges-2024,,2024-07-15,Auto Express,"Accurate, inexpensive and easy to use, the Ring RTG4 remains a winner, although the Draper 01071 ran it close and the Sealey TSTPG11 would be a good bet if you need a combined pressure and tread-depth unit.",,17900
610,Vauxhall Astra GSe PHEV long-term test: family hatch has its fair share of flaws,https://www.autoexpress.co.uk/vauxhall/astra/362311/vauxhall-astra-gse-phev-long-term-test-troublesome-start-life-our-fleet,Kim Adams,2024-07-15,Auto Express,"The Vauxhall Astra GSe has a lot of positives, including its long-distance ability and hybrid drivetrain, but it’s hard to ignore the various technological foibles and frustrations that surface on most everyday journeys.",3.5,6200
611,Volvo V60 review,https://www.autoexpress.co.uk/volvo/v60,"Alastair Crooks, Max Adams",2024-07-15,Auto Express,"The Volvo V60 focuses on technology, practicality, and subtle Swedish design, making it a real competitor to the German establishment. Many of its rivals focus on driver appeal, but the Volvo takes a more comfort-oriented approach. We also like that the cabin design is brighter than that of its rivals from Audi, BMW, and Mercedes, and the quality throughout is impressive.",4.0,43660
612,"Used Volkswagen Golf (Mk8, 2020-date) buyer's guide: a family car with no real weakness",https://www.autoexpress.co.uk/volkswagen/golf/358063/used-volkswagen-golf-mk8-2020-date-buyers-guide-family-car-no-real-weakness,Richard Dredge,2024-07-17,Auto Express,"It's amazing how often the answer to the question of which car to buy, is ‘VW Golf’. There are many reasons why this is one of our favourite family cars, and as a used purchase the Golf makes just as much sense. The ready availability, impressive build quality, incredibly wide model range, excellent engines and transmissions, plus the perceived ease of ownership all make the Golf a tempting used buy. However, many owners are less enamoured, as our Driver Power surveys show. The raft of low scores is worrying, and so is the fact that many cheaper alternatives are easier to live with. So before buying a Golf Mk8 of your own, check out some of those alternatives, which might serve you better.",,12500
613,Citroen C3 Origin review: comfy supermini offers great value for money,https://www.autoexpress.co.uk/citroen/c3/97812/hatchback,"Ellis Hyde, Paul Adam",2024-07-17,Auto Express,,4.0,18585
614,New Kia Picanto 2024 facelift review: classy small car keeps big car appeal,https://www.autoexpress.co.uk/kia/picanto/99022/new-kia-picanto-2017-review,Alastair Crooks,2024-07-19,Auto Express,"The facelifted Kia Picanto looks more premium and still features an impressive list of standard equipment. It drives like a bigger car, but it needs to because it’s more expensive than ever. For those in need of a tiny city car that don’t want to compromise on space, the Picanto remains a solid choice.",4.0,1343
615,Vauxhall Astra review,https://www.autoexpress.co.uk/vauxhall/astra,"Max Adams, Ellis Hyde",2024-07-19,Auto Express,,4.0,26190
617,New Volkswagen Golf 2024 facelift review: updates are a step in the right direction,https://www.autoexpress.co.uk/volkswagen/golf/363830/new-volkswagen-golf-2024-facelift-review-updates-are-step-right-direction,John McIlroy,2024-07-19,Auto Express,"The Volkswagen Golf doesn’t quite define the family-car segment in the way that it used to – a Skoda Octavia is more practical, and it remains better value – but there’s no denying that some well-judged tweaks have made VW’s icon better aligned with its own values than it has been for some time. It’s not exactly cheap, but it is well equipped, generally comfortable, neatly finished and, for many people, just the right size. The mild-hybrid powertrain does a good job of boosting its efficiency, too.",4.0,2989
618,Volvo EX30 vs DS 3 E-Tense: a small premium electric SUV skirmish,https://www.autoexpress.co.uk/car-group-tests/363831/volvo-ex30-vs-ds-3-e-tense-small-premium-electric-suv-skirmish,Alex Ingram,2024-07-20,Auto Express,,,17900
619,Best car drying cloths 2024,https://www.autoexpress.co.uk/car-care/357935/best-car-drying-cloths-2024,Kim Adams,2024-07-22,Auto Express,"Our revised test saw a new winner from the latest wave of twisted-loop microfibre towels. Sam’s Detailing’s cost-effective cloth takes the win here from the Gyeon version. Our multiple champion, Armor All’s Extra Large, completed the podium, providing a good alternative for those on a budget.",,17900
620,"Used Kia Proceed (Mk3, 2019-date) buyer’s guide: stylish, sporty and spacious",https://www.autoexpress.co.uk/kia/proceed/363855/used-kia-proceed-mk3-2019-date-buyers-guide-stylish-sporty-and-spacious,Richard Dredge,2024-07-23,Auto Express,"When the Proceed was launched, Kia made a big thing about the fact that it was designed, engineered and built in Europe, to ensure that it fitted in with Continental tastes and, more importantly, roads. This is certainly a car that looks the part, but the Proceed’s beauty isn’t merely skin-deep. It’s enjoyable to drive, well made, well equipped and offers decent value for money, too. As a halo model for the Ceed range, even the cheapest editions are relatively luxurious, but venture further up the range and the ambience is noticeably better. The range-topping GT feels more special than most other estate cars available for the same money.",,17900
621,Nissan Qashqai N-Design review: SUV favourite ups the style but stays solid,https://www.autoexpress.co.uk/nissan/qashqai/363873/new-nissan-qashqai-n-design-2024-review-new-look-suv-gets-plenty-extra-kit,Richard Ingram,2024-07-25,Auto Express,"It's easy to see why the Nissan Qashqai is so popular with UK buyers, and this mid-life update does just enough to see it keep pace with a huge pool of extremely talented rivals. The e-Power hybrid is the perfect amuse-bouche for those not ready for a full EV, and this sporty-looking N-Design model looks to represent decent enough value, too. It throws in plenty of cool kit, for less than you’d pay for a top-spec Tekna+ car.",4.0,5924
622,New Lancia Ypsilon 2024 review: quirky supermini has plenty of potential,https://www.autoexpress.co.uk/road-tests/363890/new-lancia-ypsilon-2024-review-quirky-supermini-has-plenty-potential,,2024-07-26,Auto Express,"With its unique look, the Lancia Ypsilon definitely has the potential to attract attention, and as a small city car it has enough power, is comfortable and very manoeuvrable. It’ll be fascinating to see how it fares against the Vauxhall Corsa, Peugeot 208 and DS 3 – and whether UK customers will be allowed to pick it at all.",,15600
623,BMW Z4 M40i Handschalter review: a manual roadster that’s delightfully old-school,https://www.autoexpress.co.uk/bmw/z4/363880/bmw-z4-m40i-handschalter-review-manual-roadster-thats-delightfully-old-school,Jordan Katsianis,2024-07-25,Auto Express,"The BMW Z4 Handschalter is not as precise or ultimately engaging as its key sports car rivals, but then comes with a very different type of appeal. In many ways this Z4 feels old school in its mentality, thanks to its classic sports car layout and notchy manual gearbox. Yet at the same time, it also comes across as very modern thanks to a brilliant engine, excellent overall refinement, and slick tech. It’s not perfect, but the M40i Handschalter is a fitting finale for the Z4 as we know it.",4.0,11900
624,BMW iX2 vs Audi Q4 Sportback e-tron: premium electric SUVs fight for glory,https://www.autoexpress.co.uk/car-group-tests/363898/bmw-ix2-vs-audi-q4-sportback-e-tron-premium-electric-suvs-fight-glory,Dean Gibson,2024-07-27,Auto Express,,,15600
625,"Used Porsche Panamera (Mk2, 2016-2023) buyer’s guide: pricey but won't disappoint",https://www.autoexpress.co.uk/porsche/panamera/363895/used-porsche-panamera-mk2-2016-2023-buyers-guide-pricey-wont-disappoint,Richard Dredge,2024-07-26,Auto Express,"There’s a whole generation of car nuts who have grown up thinking of Porsche as a builder of family cars as much as sports cars, and when they’re as good as the Panamera (or the Macan and Cayenne), that’s understandable. Of course, the Panamera is expensive to run, and you could argue that it’s costly to buy, but in a world where the £40,000 Vauxhall Corsa exists, is this sleek five-door Porsche really that expensive? While running costs will be high, the Panamera is one of the most capable luxury cars at any price, and is superb to drive. Buy a nice one, look after it, and it’ll be all the car you could ever need.",,51995
626,New Porsche Cayenne Turbo E-Hybrid with GT Package review: fast but not as much fun as the GTS,https://www.autoexpress.co.uk/porsche/cayenne/361298/porsche-cayenne-turbo-e-hybrid-coupe-gt-package-review-long-name-big-ability,Alex Ingram,2024-07-29,Auto Express,"What was previously the peak of the Porsche Cayenne range is still an undoubtedly impressive machine, but it’s also one that has lost its edge. Few cars at any price will deliver the performance and roadholding on show here, but the addition of a plug-in hybrid powertrain takes away from the experience more than it adds for the keen driver. If you want the sharpest Cayenne on sale, save yourself more than £50k and buy the GTS instead.",4.0,14000
627,Kia Sorento review,https://www.autoexpress.co.uk/kia/sorento,Alastair Crooks,2024-07-29,Auto Express,,4.0,41995
628,Mercedes EQS review,https://www.autoexpress.co.uk/mercedes/eqs,Sam Naylor,2024-07-30,Auto Express,,3.5,100425
629,Toyota Supra vs Jaguar F-Type: used sports coupes battle it out,https://www.autoexpress.co.uk/car-group-tests/354341/toyota-supra-vs-jaguar-f-type-used-sports-coupes-battle-it-out,Richard Dredge,2024-07-31,Auto Express,First place: Toyota Supra,,17900
630,Best cordless impact wrench 2024,https://www.autoexpress.co.uk/product-group-tests/65786/best-cordless-impact-wrench-2024,,2024-08-01,Auto Express,"Clarke’s new CIR184LIP is a great combination of all attributes, while the hugely powerful Ryobi RIW18X runs it close. For those on a tighter budget, the Sealey CP650LIHV would not be a disappointment.",,15600
631,BMW Z4 review,https://www.autoexpress.co.uk/bmw/z4,Jordan Katsianis,2024-07-31,Auto Express,"The BMW Z4 remains one of the more sensible and balanced two-seater roadsters on the market. It’s grown into a very complete offering that really could be used every day, yet still has verve to excite its driver. BMW’s offering isn’t the sharpest or most thrilling way that sports car buyers could spend their cash but its style and all-round competence should guarantee a steady stream of buyers.",4.0,45920
632,New Toyota GR Yaris 2024 review: updates make a great car even better,https://www.autoexpress.co.uk/toyota/yaris/353649/new-toyota-gr-yaris-2024-review-updates-make-great-car-even-better,John McIlroy,2024-08-02,Auto Express,"The Toyota GR Yaris is no more relevant than it has ever been – if anything it’s less, and that’s before you get to the higher price – but it is demonstrably a better product regardless. The improved driving position helps, but it’s the combination of an unshakeable chassis and extra punch from the engine that really shines. For pure driver involvement and aural thrills, we’d still rather have a Honda Civic Type R, but as a glorious outlier – a modern-day successor to Lancers and Imprezas of old – the GR Yaris remains in a class of one.",4.5,1775
